time	strain
-1.4999981820000001	-1.739729025409091
-1.4999371468437501	-1.7693410211532237
-1.4998761116875001	-1.7983854471379557
-1.4998150765312501	-1.826850909791249
-1.4997540413750001	-1.854728057791012
-1.4996930062187501	-1.882013105732888
-1.4996319710625001	-1.9086997335378184
-1.4995709359062501	-1.9347767622517362
-1.4995099007500001	-1.9602367398103175
-1.4994488655937501	-1.985076982782214
-1.4993878304375001	-2.0092906985413435
-1.4993267952812501	-2.0328672983548763
-1.4992657601250001	-2.0558013749982758
-1.4992047249687501	-2.078091006474887
-1.4991436898125001	-2.0997288952160194
-1.4990826546562501	-2.1207054571930346
-1.4990216195000001	-2.1410173568601385
-1.4989605843437501	-2.1606630626212953
-1.4988995491875001	-2.1796348589694765
-1.4988385140312501	-2.1979245852866702
-1.4987774788750001	-2.2155308731528716
-1.4987164437187501	-2.2324522208836672
-1.4986554085625001	-2.2486807071457173
-1.4985943734062501	-2.264209970347801
-1.4985333382500001	-2.2790403729302415
-1.4984723030937501	-2.2931701420361446
-1.4984112679375001	-2.3065914806258365
-1.4983502327812501	-2.3193001122923538
-1.4982891976250001	-2.3312977806050017
-1.4982281624687501	-2.3425822424310976
-1.4981671273125001	-2.3531462416422273
-1.4981060921562501	-2.3629877441993608
-1.4980450570000001	-2.372109453604978
-1.4979840218437501	-2.3805085937068657
-1.4979229866875001	-2.3881789038545462
-1.4978619515312501	-2.3951205954690074
-1.4978009163750001	-2.4013368919394833
-1.4977398812187501	-2.406824570195086
-1.4976788460625001	-2.411578801701591
-1.4976178109062501	-2.415601892425911
-1.4975567757500001	-2.418897183484515
-1.4974957405937501	-2.421461228399318
-1.4974347054375001	-2.423290995812086
-1.4973736702812501	-2.4243906036178346
-1.4973126351250001	-2.4247631936101604
-1.4972515999687501	-2.4244054237628587
-1.4971905648125001	-2.4233163134537663
-1.4971295296562501	-2.42150141985622
-1.4970684945000001	-2.4189634862568834
-1.4970074593437501	-2.415699661480915
-1.4969464241875001	-2.4117111334717993
-1.4968853890312501	-2.407004482062537
-1.4968243538750001	-2.401581983902242
-1.4967633187187501	-2.395441678317609
-1.4967022835625001	-2.3885869029281506
-1.4966412484062501	-2.381024845515851
-1.4965802132500001	-2.3727573707443774
-1.4965191780937501	-2.363783775417285
-1.4964581429375001	-2.3541094041717585
-1.4963971077812501	-2.3437416821257715
-1.4963360726250001	-2.3326822242612293
-1.4962750374687501	-2.320931885956005
-1.4962140023125001	-2.3084977724336104
-1.4961529671562501	-2.2953872434033915
-1.4960919320000001	-2.281601906352836
-1.4960308968437501	-2.2671443917321583
-1.4959698616875001	-2.2520232493026433
-1.4959088265312501	-2.2362455574505944
-1.4958477913750001	-2.2198132051403214
-1.4957867562187501	-2.202730712284646
-1.4957257210625001	-2.185007714832747
-1.4956646859062501	-2.166650891140503
-1.4956036507500001	-2.147662723737462
-1.4955426155937501	-2.1280496343521227
-1.4954815804375001	-2.107821971833794
-1.4954205452812501	-2.08698598824625
-1.4953595101250001	-2.065545062764465
-1.4952984749687501	-2.0435074319406765
-1.4952374398125001	-2.020883800531235
-1.4951764046562501	-1.997680060885158
-1.4951153695000001	-1.973900759627785
-1.4950543343437501	-1.949555765957104
-1.4949932991875001	-1.924655817339487
-1.4949322640312501	-1.8992065923868076
-1.4948712288750001	-1.8732140253666276
-1.4948101937187501	-1.8466893616028506
-1.4947491585625001	-1.8196431058448985
-1.4946881234062501	-1.7920809279376526
-1.4946270882500001	-1.7640102941839015
-1.4945660530937501	-1.7354435123744827
-1.4945050179375001	-1.7063906671326252
-1.4944439827812501	-1.6768576674570013
-1.4943829476250001	-1.6468535690381085
-1.4943219124687501	-1.6163913919065926
-1.4942608773125001	-1.5854806964150823
-1.4941998421562501	-1.5541278956853892
-1.4941388070000001	-1.5223436025226735
-1.4940777718437501	-1.490141191752222
-1.4940167366875001	-1.4575296813803904
-1.4939557015312501	-1.4245162429353473
-1.4938946663750001	-1.391112923481376
-1.4938336312187501	-1.3573331125487906
-1.4937725960625001	-1.3231853510662301
-1.4937115609062501	-1.2886777914614844
-1.4936505257500001	-1.2538237105196024
-1.4935894905937501	-1.2186362105997084
-1.4935284554375001	-1.1831234911568276
-1.4934674202812501	-1.1472948552219362
-1.4934063851250001	-1.1111645381745392
-1.4933453499687501	-1.074745112176913
-1.4932843148125001	-1.0380446267259873
-1.4932232796562501	-1.0010736360091013
-1.4931622445000001	-0.9638470123225619
-1.4931012093437501	-0.9263766254420103
-1.4930401741875001	-0.8886706031370826
-1.4929791390312501	-0.8507407734490895
-1.4929181038750001	-0.8126022967822891
-1.4928570687187501	-0.7742662481652213
-1.4927960335625001	-0.7357410751436503
-1.4927349984062501	-0.6970398167354277
-1.4926739632500001	-0.6581775672023886
-1.4926129280937501	-0.619164598716443
-1.4925518929375001	-0.5800099138971756
-1.4924908577812501	-0.5407276161084963
-1.4924298226250001	-0.5013323948701877
-1.4923687874687501	-0.4618337901283113
-1.4923077523125001	-0.42224156594158585
-1.4922467171562501	-0.38257066718965077
-1.4921856820000001	-0.34283507934209473
-1.4921246468437501	-0.30304375188249033
-1.4920636116875001	-0.2632073668230631
-1.4920025765312501	-0.22334142158757989
-1.4919415413750001	-0.1834589561056232
-1.4918805062187501	-0.14356852971208764
-1.4918194710625001	-0.103681833209466
-1.4917584359062501	-0.0638145773277012
-1.4916974007500001	-0.023978687703569805
-1.4916363655937501	0.015817424685835142
-1.4915753304375001	0.05556104780554868
-1.4915142952812501	0.09523662798269089
-1.4914532601250001	0.13483343855802252
-1.4913922249687501	0.174342954039259
-1.4913311898125001	0.21375151603429163
-1.4912701546562501	0.25304410685858647
-1.4912091195000001	0.2922111919687526
-1.4911480843437501	0.3312438704163467
-1.4910870491875001	0.3701277038648325
-1.4910260140312501	0.4088485736687709
-1.4909649788750001	0.4473980375460683
-1.4909039437187501	0.485766585356371
-1.4908429085625001	0.5239392546420978
-1.4907818734062501	0.561903145872931
-1.4907208382500001	0.5996507204139135
-1.4906598030937501	0.6371716793243928
-1.4905987679375001	0.6744508732900196
-1.4905377327812501	0.7114768720314939
-1.4904766976250001	0.7482427752349938
-1.4904156624687501	0.7847373957350168
-1.4903546273125001	0.8209457981818077
-1.4902935921562501	0.856858175470477
-1.4902325570000001	0.8924679459783602
-1.4901715218437501	0.927763039606199
