time	strain
-1.49998817684375	-9.558788737006676
-1.4999271416875	-9.383849549102175
-1.49986610653125	-9.204597688711704
-1.499805071375	-9.021156235511128
-1.49974403621875	-8.833649717769116
-1.4996830010625	-8.642204025123798
-1.49962196590625	-8.446946321396483
-1.49956093075	-8.248004957504547
-1.49949989559375	-8.045509384534778
-1.4994388604375	-7.839590067037846
-1.49937782528125	-7.630378396603312
-1.499316790125	-7.418006605774191
-1.49925575496875	-7.202607682358948
-1.4991947198125	-6.984315284197675
-1.49913368465625	-6.763263654438705
-1.4990726495	-6.53958753738085
-1.49901161434375	-6.3134220949347535
-1.4989505791875	-6.08490282375651
-1.49888954403125	-5.854165473105389
-1.498828508875	-5.621345963475526
-1.49876747371875	-5.38658030605124
-1.4987064385625	-5.150004523034259
-1.49864540340625	-4.911754568888824
-1.49858436825	-4.671966252550515
-1.49852333309375	-4.430775160643244
-1.4984622979375	-4.188316581746394
-1.49840126278125	-3.9447254317539127
-1.498340227625	-3.700136180365886
-1.49827919246875	-3.454682778750259
-1.4982181573125	-3.208498588412505
-1.49815712215625	-2.9617163113094382
-1.498096087	-2.7144679212405327
-1.49803505184375	-2.4668845965502517
-1.4979740166875	-2.219096654173216
-1.49791298153125	-1.9712334850511706
-1.497851946375	-1.7234234909507415
-1.49779091121875	-1.4757940227091981
-1.4977298760625	-1.2284713199326867
-1.49766884090625	-0.981580452171353
-1.49760780575	-0.7352452615939923
-1.49754677059375	-0.48958830718218915
-1.4974857354375	-0.24473081046370518
-1.49742470028125	-0.0007926028031195473
-1.497363665125	0.24210792573486445
-1.49730262996875	0.48385387593436746
-1.4972415948125	0.7243298873761713
-1.49718055965625	0.9634221847735442
-1.4971195245	1.2010186226856316
-1.49705848934375	1.4370087285996558
-1.4969974541875	1.67128374437548
-1.49693641903125	1.9037366660466897
-1.496875383875	2.134262281973942
-1.49681434871875	2.362757209348499
-1.4967533135625	2.589119929044504
-1.49669227840625	2.81325081882012
-1.49663124325	3.0350521848695977
-1.49657020809375	3.2544282917291167
-1.4965091729375	3.4712853905407406
-1.49644813778125	3.6855317456806445
-1.496387102625	3.8970776597585437
-1.49632606746875	4.105835496996694
-1.4962650323125	4.311719704998477
-1.49620399715625	4.514646834917396
-1.496142962	4.714535560038697
-1.49608192684375	4.911306692787413
-1.4960208916875	5.104883200177368
-1.49595985653125	5.295190217716922
-1.495898821375	5.482155061788844
-1.49583778621875	5.665707240522246
-1.4957767510625	5.845778463175613
-1.49571571590625	6.022302648051726
-1.49565468075	6.195215928965497
-1.49559364559375	6.3644566602866695
-1.4955326104375	6.529965420581378
-1.49547157528125	6.691685014876456
-1.495410540125	6.849560475571206
-1.49534950496875	7.003539062023438
-1.4952884698125	7.153570258836073
-1.49522743465625	7.299605772871305
-1.4951663995	7.441599529021429
-1.49510536434375	7.57950766476462
-1.4950443291875	7.713288523534855
-1.49498329403125	7.842902646936992
-1.494922258875	7.968312765837188
-1.49486122371875	8.089483790359784
-1.4948001885625	8.206382798822924
-1.49473915340625	8.318979025644639
-1.49467811825	8.427243848251893
-1.49461708309375	8.531150773025953
-1.4945560479375	8.630675420316956
-1.49449501278125	8.725795508561122
-1.494433977625	8.816490837534504
-1.49437294246875	8.902743270777018
-1.4943119073125	8.98453671722091
-1.49425087215625	9.061857112058034
-1.494189837	9.134692396880277
-1.49412880184375	9.203032499127458
-1.4940677666875	9.266869310877128
-1.49400673153125	9.32619666701071
-1.493945696375	9.381010322790079
-1.49388466121875	9.431307930878932
-1.4938236260625	9.477089017842998
-1.49376259090625	9.518354960163059
-1.49370155575	9.555108959794474
-1.49364052059375	9.587356019306904
-1.4935794854375	9.615102916637385
-1.49351845028125	9.638358179489726
-1.493457415125	9.65713205941311
-1.49339637996875	9.671436505592036
-1.4933353448125	9.681285138379458
-1.49327430965625	9.686693222604825
-1.4932132745	9.68767764068791
-1.49315223934375	9.684256865589003
-1.4930912041875	9.676450933625842
-1.49303016903125	9.664281417186686
-1.492969133875	9.64777139736847
-1.49290809871875	9.626945436568842
-1.4928470635625	9.601829551059495
-1.49278602840625	9.572451183567896
-1.49272499325	9.538839175894022
-1.49266395809375	9.50102374158712
-1.4926029229375	9.459036438707477
-1.49254188778125	9.412910142697603
-1.492480852625	9.362679019385434
-1.49241981746875	9.308378498142277
-1.4923587823125	9.250045245217517
-1.49229774715625	9.18771713726996
-1.492236712	9.121433235116214
-1.49217567684375	9.051233757715597
-1.4921146416875	8.97716005640865
-1.49205360653125	8.89925458942706
-1.491992571375	8.817560896691658
-1.49193153621875	8.732123574912896
-1.4918705010625	8.642988253008912
-1.49180946590625	8.55020156785522
-1.49174843075	8.453811140377624
-1.49168739559375	8.353865552000817
-1.4916263604375	8.250414321463706
-1.49156532528125	8.143507882010546
-1.491504290125	8.033197558967377
-1.49144325496875	7.919535547711834
-1.4913822198125	7.802574892042691
-1.49132118465625	7.682369462955648
-1.4912601495	7.558973937830243
-1.49119911434375	7.432443780031515
-1.4911380791875	7.30283521892988
-1.49107704403125	7.1702052303410175
-1.491016008875	7.03461151738679
-1.49095497371875	6.896112491777865
-1.4908939385625	6.754767255516823
-1.49083290340625	6.610635583020117
-1.49077186825	6.463777903656693
-1.49071083309375	6.314255284699353
-1.4906497979375	6.162129414684637
-1.49058876278125	6.007462587176332
-1.490527727625	5.850317684926169
-1.49046669246875	5.690758164425051
-1.4904056573125	5.528848040837325
-1.49034462215625	5.364651873309217
-1.490283587	5.198234750642256
-1.49022255184375	5.029662277321654
-1.4901615166875	4.859000559888675
-1.49010048153125	4.686316193645552
-1.490039446375	4.511676249680735
-1.48997841121875	4.335148262201457
-1.4899173760625	4.15680021616006
-1.48985634090625	3.9767005351599147
-1.48979530575	3.794918069626078
-1.48973427059375	3.6115220852253427
-1.4896732354375	3.426582251519752
-1.48961220028125	3.2401686308370468
-1.489551165125	3.0523516673411017
-1.48949012996875	2.8632021762849473
-1.4894290948125	2.6727913334284485
-1.48936805965625	2.481190664602374
-1.4893070245	2.2884720354003023
-1.48924598934375	2.0947076409792262
-1.4891849541875	1.8999699959496592
-1.48912391903125	1.7043319243357635
-1.489062883875	1.507866549585445
-1.48900184871875	1.3106472846105774
-1.4889408135625	1.1127478218372133
-1.48887977840625	0.9142421232450737
-1.48881874325	0.7152044103761478
-1.48875770809375	0.5157091542918115
-1.4886966729375	0.3158310654574417
-1.48863563778125	0.11564508353433665
-1.488574602625	-0.0847736329418161
-1.48851356746875	-0.28534971701694734
-1.4884525323125	-0.4860076039290381
-1.48839149715625	-0.6866715418936133
-1.488330462	-0.8872656030850673
-1.48826942684375	-1.0877136948332498
-1.4882083916875	-1.2879395710555097
-1.48814735653125	-1.487866843944416
-1.488086321375	-1.687418995929778
-1.48802528621875	-1.8865193919344192
-1.4879642510625	-2.0850912919430615
-1.48790321590625	-2.283057863901883
-1.48784218075	-2.4803421969671824
-1.48778114559375	-2.676867315121298
-1.4877201104375	-2.8725561911720257
-1.48765907528125	-3.067331761152658
-1.487598040125	-3.261116939139174
-1.48753700496875	-3.4538346324993494
-1.4874759698125	-3.6454077575891906
-1.48741493465625	-3.8357592559113605
-1.4873538995	-4.024812110748719
-1.48729286434375	-4.212489364286419
-1.4872318291875	-4.3987141352351244
-1.48717079403125	-4.5834096369666
-1.487109758875	-4.7664991961728616
-1.48704872371875	-4.947906272059097
-1.4869876885625	-5.127554476079579
-1.48692665340625	-5.305367592225368
-1.48686561825	-5.481269597871589
-1.48680458309375	-5.655184685191303
-1.4867435479375	-5.827037283142164
-1.48668251278125	-5.996752080031126
-1.486621477625	-6.164254046661714
-1.48656044246875	-6.329468460067313
-1.4864994073125	-6.4923209278328455
-1.48643837215625	-6.652737413006635
-1.486377337	-6.810644259602901
-1.48631630184375	-6.965968218694321
-1.4862552666875	-7.118636475093592
-1.48619423153125	-7.26857667462146
-1.486133196375	-7.415716951957654
-1.48607216121875	-7.559985959070569
-1.4860111260625	-7.701312894220089
-1.48595009090625	-7.839627531526835
-1.48588905575	-7.974860251100528
-1.48582802059375	-8.106942069718695
-1.4857669854375	-8.235804672045925
-1.48570595028125	-8.361380442383268
-1.485644915125	-8.483602496936088
-1.48558387996875	-8.602404716587511
-1.4855228448125	-8.71772178016395
-1.48546180965625	-8.829489198177994
-1.4854007745	-8.937643347032761
-1.48533973934375	-9.042121503671101
-1.4852787041875	-9.142861880651925
-1.48521766903125	-9.239803661634685
-1.485156633875	-9.33288703725242
-1.48509559871875	-9.42205324135271
-1.4850345635625	-9.507244587584522
-1.48497352840625	-9.58840450630848
-1.48491249325	-9.665477581807007
-1.48485145809375	-9.738409589769441
-1.4847904229375	-9.807147535026923
-1.48472938778125	-9.871639689510737
-1.484668352625	-9.931835630406512
-1.48460731746875	-9.987686278476405
-1.4845462823125	-10.039143936520304
-1.48448524715625	-10.086162327946038
-1.484424212	-10.128696635418265
-1.48436317684375	-10.166703539554785
-1.4843021416875	-10.200141257638025
-1.48424110653125	-10.228969582309087
-1.484180071375	-10.253149920210857
-1.48411903621875	-10.272645330546016
-1.4840580010625	-10.28742056351513
-1.48399696590625	-10.29744209859932
-1.48393593075	-10.302678182651494
-1.48387489559375	-10.303098867759509
-1.4838138604375	-10.298676048844086
-1.48375282528125	-10.28938350095409
-1.483691790125	-10.275196916221118
-1.48363075496875	-10.256093940435017
-1.4835697198125	-10.232054209201904
-1.48350868465625	-10.203059383645712
-1.4834476495	-10.16909318561378
-1.48338661434375	-10.130141432347243
-1.4833255791875	-10.08619207057661
-1.48326454403125	-10.037235210002338
-1.483203508875	-9.983263156120808
-1.48314247371875	-9.924270442355635
-1.4830814385625	-9.860253861453579
-1.48302040340625	-9.79121249610528
-1.48295936825	-9.717147748750385
-1.48289833309375	-9.638063370526236
-1.4828372979375	-9.553965489320587
-1.48277626278125	-9.46486263688823
-1.482715227625	-9.37076577499115
-1.48265419246875	-9.27168832052342
-1.4825931573125	-9.167646169581339
-1.48253212215625	-9.058657720439447
-1.482471087	-8.944743895394641
-1.48241005184375	-8.825928161439926
-1.4823490166875	-8.702236549729525
-1.48228798153125	-8.573697673799032
-1.482226946375	-8.440342746503411
-1.48216591121875	-8.302205595636286
-1.4821048760625	-8.159322678196029
-1.48204384090625	-8.011733093263326
-1.48198280575	-7.859478593455719
-1.48192177059375	-7.702603594926478
-1.4818607354375	-7.54115518587445
-1.48179970028125	-7.375183133532606
-1.481738665125	-7.204739889604917
-1.48167762996875	-7.029880594120672
-1.4816165948125	-6.850663077676651
-1.48155555965625	-6.667147862039606
-1.4814945245	-6.479398159081114
-1.48143348934375	-6.287479868018204
-1.4813724541875	-6.091461570935364
-1.48131141903125	-5.89141452656314
-1.481250383875	-5.687412662290243
-1.48118934871875	-5.479532564388343
-1.4811283135625	-5.267853466428316
-1.48106727840625	-5.052457235868621
-1.48100624325	-4.833428358798874
-1.48094520809375	-4.610853922821045
-1.4808841729375	-4.384823598053034
-1.48082313778125	-4.155429616241671
-1.480762102625	-3.922766747971578
-1.48070106746875	-3.6869322779589995
-1.4806400323125	-3.448025978421798
-1.48057899715625	-3.206150080516344
-1.480517962	-2.9614092438351474
-1.48045692684375	-2.7139105239608203
-1.4803958916875	-2.463763338071549
-1.48033485653125	-2.2110794285967508
-1.480273821375	-1.9559728249230623
-1.48021278621875	-1.6985598031504061
-1.4801517510625	-1.4389588439018608
-1.48009071590625	-1.1772905881923088
-1.48002968075	-0.9136777913602913
-1.47996864559375	-0.6482452750720089
-1.4799076104375	-0.3811198774074102
-1.47984657528125	-0.11243040103749678
-1.479785540125	0.15769244049284714
-1.47972450496875	0.429116078361544
-1.4796634698125	0.701706145931498
-1.47960243465625	0.9753265380585222
-1.4795413995	1.2498394722251034
-1.47948036434375	1.5251055514808978
-1.4794193291875	1.8009838291648737
-1.47935829403125	2.0773318753843033
-1.479297258875	2.354005845226285
-1.47923622371875	2.630860548671581
-1.4791751885625	2.907749522181156
-1.47911415340625	3.1845251019258707
-1.47905311825	3.4610384986242004
-1.47899208309375	3.7371398739535833
-1.4789310479375	4.012678418500643
-1.47887001278125	4.287502431210474
-1.478808977625	4.561459400295887
-1.47874794246875	4.834396085566871
-1.4786869073125	5.106158602135881
-1.47862587215625	5.376592505455292
-1.478564837	5.645542877642467
-1.47850380184375	5.912854415043726
-1.4784427666875	6.178371516989138
-1.47838173153125	6.441938375688937
-1.478320696375	6.703399067218601
-1.47825966121875	6.962597643540275
-1.4781986260625	7.219378225506868
-1.47813759090625	7.4735850967918545
-1.47807655575	7.725062798688421
-1.47801552059375	7.973656225720105
-1.4779544854375	8.219210722002332
-1.47789345028125	8.461572178294723
-1.477832415125	8.700587129682491
-1.47777137996875	8.936102853823014
-1.4777103448125	9.167967469694263
-1.47764930965625	9.39603003678012
-1.4775882745	9.620140654625668
-1.47752723934375	9.840150562696238
-1.4774662041875	10.05591224047219
-1.47740516903125	10.267279507710114
-1.477344133875	10.474107624801634
-1.47728309871875	10.676253393159378
-1.4772220635625	10.873575255558729
-1.47716102840625	11.065933396364468
-1.47709999325	11.2531898415698
-1.47703895809375	11.435208558574836
-1.4769779229375	11.611855555631857
-1.47691688778125	11.782998980883194
-1.476855852625	11.948509220917533
-1.47679481746875	12.108258998770605
-1.4767337823125	12.262123471295226
-1.47667274715625	12.409980325825995
-1.476611712	12.551709876064049
-1.47655067684375	12.68719515710642
-1.4764896416875	12.816322019545332
-1.47642860653125	12.93897922256278
-1.476367571375	13.055058525945002
-1.47630653621875	13.164454780942634
-1.4762455010625	13.267066019902307
-1.47618446590625	13.362793544594723
-1.47612343075	13.451542013165838
-1.47606239559375	13.533219525637746
-1.4760013604375	13.607737707885073
-1.47594032528125	13.675011794015017
-1.475879290125	13.734960707079289
-1.47581825496875	13.787507138045587
-1.4757572198125	13.83257762295892
-1.47569618465625	13.87010261822342
-1.4756351495	13.900016573934481
-1.47557411434375	13.92225800519411
-1.4755130791875	13.936769561342702
-1.47545204403125	13.943498093039578
-1.475391008875	13.942394717127838
-1.47532997371875	13.933414879220175
-1.4752689385625	13.916518413941303
-1.47520790340625	13.891669602766223
-1.47514686825	13.858837229394597
-1.47508583309375	13.81799463260067
-1.4750247979375	13.7691197565018
-1.47496376278125	13.712195198190212
-1.474902727625	13.647208252671739
-1.47484169246875	13.574150955059087
-1.4747806573125	13.493020119969104
-1.47471962215625	13.403817378072622
-1.474658587	13.306549209749392
-1.47459755184375	13.201226975802609
-1.4745365166875	13.087866945186954
-1.47447548153125	12.966490319707912
-1.474414446375	12.83712325565245
-1.47435341121875	12.699796882310684
-1.4742923760625	12.554547317352094
-1.47423134090625	12.401415679022232
-1.47417030575	12.240448095125874
-1.47410927059375	12.071695708766494
-1.4740482354375	11.895214680814266
-1.47398720028125	11.711066189075224
-1.473926165125	11.519316424138008
-1.47386512996875	11.320036581877128
-1.4738040948125	11.113302852592232
-1.47374305965625	10.899196406766514
-1.4736820245	10.677803377429987
-1.47362098934375	10.449214839114433
-1.4735599541875	10.213526783390188
-1.47349891903125	9.970840090977578
-1.473437883875	9.721260500427203
-1.47337684871875	9.46489857336648
-1.4733158135625	9.201869656312557
-1.47325477840625	8.932293839053314
-1.47319374325	8.656295909601242
-1.47313270809375	8.374005305727637
-1.4730716729375	8.085556063086283
-1.47301063778125	7.791086759939053
-1.472949602625	7.490740458498295
-1.47288856746875	7.184664642902912
-1.4728275323125	6.873011153848294
