Time	Strain
-1.7999574370937501	8.725029276139524e-22
-1.7998964019375001	8.695734321960224e-22
-1.7998353667812501	8.665921382437957e-22
-1.7997743316250001	8.63559219450211e-22
-1.7997132964687501	8.604748546423536e-22
-1.7996522613125001	8.573392249820034e-22
-1.7995912261562501	8.541525123866468e-22
-1.7995301910000001	8.50914905417028e-22
-1.7994691558437501	8.476265936747796e-22
-1.7994081206875001	8.442877697406303e-22
-1.7993470855312501	8.408986301151099e-22
-1.7992860503750001	8.374593732048038e-22
-1.7992250152187501	8.3397020172257915e-22
-1.7991639800625001	8.304313205391205e-22
-1.7991029449062501	8.26842937430979e-22
-1.7990419097500001	8.2320526263146235e-22
-1.7989808745937501	8.195185111557898e-22
-1.7989198394375001	8.157828992447496e-22
-1.7988588042812501	8.119986470599257e-22
-1.7987977691250001	8.081659763159147e-22
-1.7987367339687501	8.042851132132507e-22
-1.7986756988125001	8.003562867834883e-22
-1.7986146636562501	7.963797271044241e-22
-1.7985536285000001	7.923556692695713e-22
-1.7984925933437501	7.882843496678017e-22
-1.7984315581875001	7.841660082245116e-22
-1.7983705230312501	7.80000887589488e-22
-1.7983094878750001	7.75789233708787e-22
-1.7982484527187501	7.7153129401399595e-22
-1.7981874175625001	7.6722732005642115e-22
-1.7981263824062501	7.628775654049912e-22
-1.7980653472500001	7.584822871270326e-22
-1.7980043120937501	7.540417440700624e-22
-1.7979432769375001	7.495561972195965e-22
-1.7978822417812501	7.450259127848775e-22
-1.7978212066250001	7.4045115735063495e-22
-1.7977601714687501	7.358322015011104e-22
-1.7976991363125001	7.311693161821143e-22
-1.7976381011562501	7.2646277865059275e-22
-1.7975770660000001	7.217128662830268e-22
-1.7975160308437501	7.169198591736631e-22
-1.7974549956875001	7.120840406370853e-22
-1.7973939605312501	7.072056961004826e-22
-1.7973329253750001	7.022851142602028e-22
-1.7972718902187501	6.973225852603877e-22
-1.7972108550625001	6.923184034024739e-22
-1.7971498199062501	6.872728631729278e-22
-1.7970887847500001	6.821862637649788e-22
-1.7970277495937501	6.770589057070871e-22
-1.7969667144375001	6.718910920039089e-22
-1.7969056792812501	6.666831284443788e-22
-1.7968446441250001	6.614353228275198e-22
-1.7967836089687501	6.561479860389906e-22
-1.7967225738125001	6.508214300491507e-22
-1.7966615386562501	6.454559708951912e-22
-1.7966005035000001	6.400519258692284e-22
-1.7965394683437501	6.346096141021646e-22
-1.7964784331875001	6.291293588460679e-22
-1.7964173980312501	6.236114834391616e-22
-1.7963563628750001	6.180563151609818e-22
-1.7962953277187501	6.124641828373309e-22
-1.7962342925625001	6.068354175721494e-22
-1.7961732574062501	6.011703530929109e-22
-1.7961122222500001	5.954693242047261e-22
-1.7960511870937501	5.897326694688153e-22
-1.7959901519375001	5.839607277481554e-22
-1.7959291167812501	5.781538417530593e-22
-1.7958680816250001	5.723123555142054e-22
-1.7958070464687501	5.664366149768152e-22
-1.7957460113125001	5.605269685686574e-22
-1.7956849761562501	5.545837661502886e-22
-1.7956239410000001	5.486073606357607e-22
-1.7955629058437501	5.425981065693395e-22
-1.7955018706875001	5.365563591606737e-22
-1.7954408355312501	5.304824774665641e-22
-1.7953798003750001	5.243768217020268e-22
-1.7953187652187501	5.182397535955208e-22
-1.7952577300625001	5.120716376637005e-22
-1.7951966949062501	5.058728396425662e-22
-1.7951356597500001	4.99643726969753e-22
-1.7950746245937501	4.933846696240446e-22
-1.7950135894375001	4.870960389192588e-22
-1.7949525542812501	4.807782081170994e-22
-1.7948915191250001	4.744315520160979e-22
-1.7948304839687501	4.680564473313872e-22
-1.7947694488125001	4.616532729156701e-22
-1.7947084136562501	4.55222408380455e-22
-1.7946473785000001	4.487642355962384e-22
-1.7945863433437501	4.422791384658887e-22
-1.7945253081875001	4.357675017067001e-22
-1.7944642730312501	4.292297120855505e-22
-1.7944032378750001	4.226661582686493e-22
-1.7943422027187501	4.160772298224617e-22
-1.7942811675625001	4.0946331816062107e-22
-1.7942201324062501	4.028248162237307e-22
-1.7941590972500001	3.961621181788039e-22
-1.7940980620937501	3.8947562068741904e-22
-1.7940370269375001	3.8276572061597655e-22
-1.7939759917812501	3.7603281663255097e-22
-1.7939149566250001	3.6927730907827047e-22
-1.7938539214687501	3.6249959948001955e-22
-1.7937928863125001	3.5570009087242637e-22
-1.7937318511562501	3.4887918748876148e-22
-1.7936708160000001	3.4203729457598e-22
-1.7936097808437501	3.35174819203373e-22
-1.7935487456875001	3.2829216935504264e-22
-1.7934877105312501	3.213897546828346e-22
-1.7934266753750001	3.1446798526029607e-22
-1.7933656402187501	3.075272731805947e-22
-1.7933046050625001	3.0056803095909945e-22
-1.7932435699062501	2.935906729817614e-22
-1.7931825347500001	2.8659561398319823e-22
-1.7931214995937501	2.795832706088297e-22
-1.7930604644375001	2.7255405973343713e-22
-1.7929994292812501	2.655084000470301e-22
-1.7929383941250001	2.584467105679785e-22
-1.7928773589687501	2.5136941180904134e-22
-1.7928163238125001	2.4427692486274423e-22
-1.7927552886562501	2.371696721643003e-22
-1.7926942535000001	2.3004807658531865e-22
-1.7926332183437501	2.2291256250069656e-22
-1.7925721831875001	2.1576355435225473e-22
-1.7925111480312501	2.0860147811123383e-22
-1.7924501128750001	2.0142676021595384e-22
-1.7923890777187501	1.9423982822065498e-22
-1.7923280425625001	1.8704110999690077e-22
-1.7922670074062501	1.7983103417636073e-22
-1.7922059722500001	1.726100305470431e-22
-1.7921449370937501	1.65378529264982e-22
-1.7920839019375001	1.5813696112970414e-22
-1.7920228667812501	1.5088575773780336e-22
-1.7919618316250001	1.4362535108912064e-22
-1.7919007964687501	1.3635617394111836e-22
-1.7918397613125001	1.2907865947208015e-22
-1.7917787261562501	1.2179324153572568e-22
-1.7917176910000001	1.1450035435135272e-22
-1.7916566558437501	1.0720043270069368e-22
-1.7915956206875001	9.989391178786103e-23
-1.7915345855312501	9.258122725743706e-23
-1.7914735503750001	8.526281509235081e-23
-1.7914125152187501	7.793911177703861e-23
-1.7913514800625001	7.06105540688654e-23
-1.7912904449062501	6.327757900204656e-23
-1.7912294097500001	5.594062398823402e-23
-1.7911683745937501	4.8600126680891486e-23
-1.7911073394375001	4.1256524985583823e-23
-1.7910463042812501	3.391025698099446e-23
-1.7909852691250001	2.6561761023909486e-23
