Time	Frequency
-0.5000610312812483	3.8931591233834776e-22
-0.49999999612499835	3.907509656057352e-22
-0.49993896096874835	3.9217390974158004e-22
-0.49987792581249835	3.9358598526697967e-22
-0.49981689065624835	3.9498734974204536e-22
-0.49975585549999835	3.963770701377531e-22
-0.49969482034374835	3.9775331585659886e-22
-0.49963378518749835	3.991137116953661e-22
-0.49957275003124835	4.0045578128027546e-22
-0.49951171487499835	4.017773967575715e-22
-0.49945067971874835	4.0307715112869964e-22
-0.49938964456249835	4.043545861084909e-22
-0.49932860940624835	4.056102366828402e-22
-0.49926757424999835	4.068454900268196e-22
-0.49920653909374835	4.0806229258353135e-22
-0.49914550393749835	4.0926276239112814e-22
-0.49908446878124835	4.1044877944154286e-22
-0.49902343362499835	4.1162163355732886e-22
-0.49896239846874835	4.1278179370978097e-22
-0.49890136331249835	4.1392883582189727e-22
-0.49884032815624835	4.150615397038062e-22
-0.49877929299999835	4.161781318338763e-22
-0.49871825784374835	4.1727662069508636e-22
-0.49865722268749835	4.183551612771015e-22
-0.49859618753124835	4.194123832701365e-22
-0.49853515237499835	4.2044762111848393e-22
-0.49847411721874835	4.2146100478339586e-22
-0.49841308206249835	4.2245339998405475e-22
-0.49835204690624835	4.234262135821698e-22
-0.49829101174999835	4.243811040077169e-22
-0.49822997659374835	4.253196559480107e-22
-0.49816894143749835	4.26243082313853e-22
-0.49810790628124835	4.27152004498719e-22
-0.49804687112499835	4.280463477236084e-22
-0.49798583596874835	4.289253709523235e-22
-0.49792480081249835	4.297878215619233e-22
-0.49786376565624835	4.306321785481404e-22
-0.49780273049999835	4.314569360807746e-22
-0.49774169534374835	4.322608741407755e-22
-0.49768066018749835	4.330432664334295e-22
-0.49761962503124835	4.338039896631174e-22
-0.49755858987499835	4.345435166465989e-22
-0.49749755471874835	4.352627977543349e-22
-0.49743651956249835	4.359630574333071e-22
-0.49737548440624835	4.366455478358711e-22
-0.49731444924999835	4.373113075674236e-22
-0.49725341409374835	4.379609704275357e-22
-0.49719237893749835	4.385946581092701e-22
-0.49713134378124835	4.3921197392126655e-22
-0.49707030862499835	4.398120940979873e-22
-0.49700927346874835	4.403939349445291e-22
