# t hplus hcross
  -4.0283130000000004e-03   -1.4307237606437994e-20   -2.5324682968741324e-20
  -3.9672778437500004e-03   -1.3922804539833844e-20   -2.5553359582105180e-20
  -3.9062426875000004e-03   -1.3533898089772145e-20   -2.5776498251459413e-20
  -3.8452075312500004e-03   -1.3140584763088966e-20   -2.5994003447376338e-20
  -3.7841723750000004e-03   -1.2742933224154939e-20   -2.6205780144373122e-20
  -3.7231372187500004e-03   -1.2341014267420615e-20   -2.6411733837128053e-20
  -3.6621020625000004e-03   -1.1934900384560877e-20   -2.6611770204690387e-20
  -3.6010669062500004e-03   -1.1524665360455625e-20   -2.6805794694504280e-20
  -3.5400317500000004e-03   -1.1110385159615460e-20   -2.6993713298871571e-20
  -3.4789965937500004e-03   -1.0692138021541393e-20   -2.7175432695713114e-20
  -3.4179614375000004e-03   -1.0270004448457267e-20   -2.7350860286335329e-20
  -3.3569262812500004e-03   -9.8440672290130869e-21   -2.7519904279911293e-20
  -3.2958911250000004e-03   -9.4144113163555415e-21   -2.7682473609083506e-20
  -3.2348559687500004e-03   -8.9811231101179011e-21   -2.7838477092481768e-20
  -3.1738208125000004e-03   -8.5442910001524941e-21   -2.7987823997459777e-20
  -3.1127856562500004e-03   -8.1040057804092286e-21   -2.8130424582626597e-20
  -3.0517505000000004e-03   -7.6603606364690576e-21   -2.8266190141234733e-20
  -2.9907153437500004e-03   -7.2134511483990733e-21   -2.8395033090669939e-20
  -2.9296801875000004e-03   -6.7633752841830068e-21   -2.8516867041013311e-20
  -2.8686450312500004e-03   -6.3102328831291347e-21   -2.8631606023670711e-20
  -2.8076098750000004e-03   -5.8541254785766636e-21   -2.8739164113480043e-20
  -2.7465747187500004e-03   -5.3951570566049082e-21   -2.8839456610866277e-20
  -2.6855395625000004e-03   -4.9334341250553426e-21   -2.8932400247439823e-20
  -2.6245044062500004e-03   -4.4690657009036380e-21   -2.9017913269734181e-20
  -2.5634692500000004e-03   -4.0021632819590310e-21   -2.9095915503130728e-20
  -2.5024340937500004e-03   -3.5328407332207326e-21   -2.9166328196027853e-20
  -2.4413989375000004e-03   -3.0612137082813037e-21   -2.9229072663014418e-20
  -2.3803637812500004e-03   -2.5874002207191589e-21   -2.9284071452521199e-20
  -2.3193286250000004e-03   -2.1115208813041214e-21   -2.9331248987893696e-20
  -2.2582934687500004e-03   -1.6336988821001444e-21   -2.9370531704730028e-20
  -2.1972583125000004e-03   -1.1540599585592510e-21   -2.9401848112511316e-20
  -2.1362231562500004e-03   -6.7273218560796822e-22   -2.9425128198892944e-20
  -2.0751880000000004e-03   -1.8984576270227826e-22   -2.9440302410417866e-20
  -2.0141528437500004e-03    2.9446651095873107e-22   -2.9447303346055224e-20
  -1.9531176875000004e-03    7.8006920515519521e-22   -2.9446066088275009e-20
  -1.8920825312500004e-03    1.2668243052207093e-21   -2.9436528344130292e-20
  -1.8310473750000004e-03    1.7545912604969059e-21   -2.9418630495459778e-20
  -1.7700122187500004e-03    2.2432271517456698e-21   -2.9392314215910502e-20
  -1.7089770625000004e-03    2.7325865811443009e-21   -2.9357522543248330e-20
  -1.6479419062500004e-03    3.2225215174941634e-21   -2.9314201567276147e-20
  -1.5869067500000004e-03    3.7128813372241190e-21   -2.9262300644829302e-20
  -1.5258715937500004e-03    4.2035129099844327e-21   -2.9201772530141429e-20
  -1.4648364375000004e-03    4.6942606277049321e-21   -2.9132573207517102e-20
  -1.4038012812500004e-03    5.1849662185037208e-21   -2.9054659923548938e-20
  -1.3427661250000004e-03    5.6754687455273687e-21   -2.8967992774842419e-20
  -1.2817309687500004e-03    6.1656047472516564e-21   -2.8872535919583524e-20
  -1.2206958125000004e-03    6.6552083466607994e-21   -2.8768257766093771e-20
  -1.1596606562500004e-03    7.1441113457972374e-21   -2.8655131129515879e-20
  -1.0986255000000004e-03    7.6321430728825703e-21   -2.8533132549443390e-20
  -1.0375903437500004e-03    8.1191298607998202e-21   -2.8402240935457636e-20
  -9.7655518750000038e-04    8.6048956100562709e-21   -2.8262439849625281e-20
  -9.1552003125000038e-04    9.0892620432018993e-21   -2.8113718165299701e-20
  -8.5448487500000038e-04    9.5720488459773817e-21   -2.7956070239333788e-20
  -7.9344971875000038e-04    1.0053073242792365e-20   -2.7789495131361840e-20
  -7.3241456250000038e-04    1.0532149366941066e-20   -2.7613995815503510e-20
  -6.7137940625000038e-04    1.1009089322993816e-20   -2.7429581390761965e-20
  -6.1034425000000038e-04    1.1483703513963517e-20   -2.7236267587622403e-20
  -5.4930909375000038e-04    1.1955800811119740e-20   -2.7034077014983802e-20
  -4.8827393750000038e-04    1.2425187622146308e-20   -2.6823038161018406e-20
  -4.2723878125000038e-04    1.2891667309340592e-20   -2.6603185252856244e-20
  -3.6620362500000038e-04    1.3355041892089126e-20   -2.6374560425942613e-20
  -3.0516846875000038e-04    1.3815112419595089e-20   -2.6137214163346349e-20
  -2.4413331250000038e-04    1.4271679180114398e-20   -2.5891205577020160e-20
  -1.8309815625000038e-04    1.4724545709373846e-20   -2.5636595394992936e-20
  -1.2206300000000038e-04    1.5173637178881725e-20   -2.5373309872078051e-20
  -6.1027843750000380e-05    1.5618820278250643e-20   -2.5101333455045542e-20
   7.3124999996204698e-09    1.6059912934705504e-20   -2.4820706428306245e-20
   6.1042468749999620e-05    1.6496732808330839e-20   -2.4531473033649778e-20
   1.2207762499999962e-04    1.6929097376911643e-20   -2.4233681507224020e-20
   1.8311278124999962e-04    1.7356824022479663e-20   -2.3927384114915287e-20
