Time	Frequency
-0.5000421054687507	8.872676039107135e-23
-0.4999810703125007	9.003253928121461e-23
-0.4999200351562507	9.132994836408493e-23
-0.4998590000000007	9.261883828090191e-23
-0.4997979648437507	9.389905686062911e-23
-0.4997369296875007	9.517050919099188e-23
-0.4996758945312507	9.643309389210554e-23
-0.4996148593750007	9.768666694952571e-23
-0.4995538242187507	9.893110191172431e-23
-0.4994927890625007	1.0016630116163778e-22
-0.4994317539062507	1.0139214566117466e-22
-0.4993707187500007	1.026084976572084e-22
-0.4993096835937507	1.0381523546397264e-22
-0.4992486484375007	1.0501223953301958e-22
-0.4991876132812507	1.061993925646601e-22
-0.4991265781250007	1.0737659253429606e-22
-0.4990655429687507	1.085437262469427e-22
-0.4990045078125007	1.097006706893192e-22
-0.4989434726562507	1.1084732200603396e-22
-0.4988824375000007	1.1198358076855539e-22
-0.4988214023437507	1.1310932042946104e-22
-0.4987603671875007	1.14224413750441e-22
-0.4986993320312507	1.1532876804318427e-22
-0.4986382968750007	1.164222953286535e-22
-0.4985772617187507	1.1750488135164189e-22
-0.4985162265625007	1.185763932619522e-22
-0.4984551914062507	1.196367118349548e-22
-0.4983941562500007	1.2068576260814937e-22
-0.4983331210937507	1.21723477348329e-22
-0.4982720859375007	1.2274974573713852e-22
-0.4982110507812507	1.2376445427747967e-22
-0.4981500156250007	1.2476751106892292e-22
-0.4980889804687507	1.2575880154968405e-22
-0.4980279453125007	1.2673820149223499e-22
-0.4979669101562507	1.2770563305625614e-22
-0.4979058750000007	1.2866102809443397e-22
-0.4978448398437507	1.2960427994025764e-22
-0.4977838046875007	1.3053527673494238e-22
-0.4977227695312507	1.3145391208768707e-22
-0.4976617343750007	1.3236008946165702e-22
-0.4976006992187507	1.3325374837004833e-22
-0.4975396640625007	1.3413482428164953e-22
-0.4974786289062507	1.3500322646979773e-22
-0.4974175937500007	1.3585887222007714e-22
-0.4973565585937507	1.3670167643466922e-22
-0.4972955234375007	1.3753153679655752e-22
-0.4972344882812507	1.3834835490144048e-22
-0.4971734531250007	1.3915205352975716e-22
-0.4971124179687507	1.3994256989440644e-22
-0.4970513828125007	1.4071981896289033e-22
-0.4969903476562507	1.4148369471531745e-22
-0.4969293125000007	1.4223413802174818e-22
-0.4968682773437507	1.4297112604225398e-22
-0.4968072421875007	1.4369457763249078e-22
-0.4967462070312507	1.4440437305313226e-22
-0.4966851718750007	1.4510044955961163e-22
-0.4966241367187507	1.4578278358385166e-22
-0.4965631015625007	1.4645122237072508e-22
-0.4965020664062507	1.4710556625305922e-22
-0.4964410312500007	1.4774600174106339e-22
-0.4963799960937507	1.4837270400626952e-22
-0.4963189609375007	1.4898514767794417e-22
-0.4962579257812507	1.4958297313317458e-22
-0.4961968906250007	1.5016664889050343e-22
-0.4961358554687507	1.5073647468030465e-22
-0.4960748203125007	1.5129207512071693e-22
-0.4960137851562507	1.5183298345937152e-22
-0.4959527500000007	1.523590992333389e-22
-0.4958917148437507	1.5287070867248296e-22
-0.4958306796875007	1.5336807037436521e-22
-0.4957696445312507	1.5385099105437919e-22
-0.4957086093750007	1.5431906334611586e-22
-0.4956475742187507	1.5477218560227955e-22
-0.4955865390625007	1.552105478266369e-22
-0.4955255039062507	1.556342393847973e-22
